"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;Размер;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;МРРЦ;Фото;Описание
"Набор полотенец";;"TWO DOLPHINS";;;"9661-св. розовый";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572864;;;;;"Тональность изделия может отличаться от фото";;;;;;"9661-Светло-розовый ISABELLA  махра (50х90+70х140 ) в коробке Набор полотенец TWO DOLPHINS";2;691;0;http://alvitek.com.ru/upload/iblock/1df/1df3dac49d8ed2f3efd1e14b59d2a82c.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;"TWO DOLPHINS-10421-бордо";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572741;;;;;"Тональность изделия может отличаться от фото";;;;;;"10421-Бордовый CLASS COTTON махра (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS";4;691;0;http://alvitek.com.ru/upload/iblock/bf5/bf517b725d02bc0be1b4ddbef371e129.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;"TWO DOLPHINS-10421-беж";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572734;;;;;"Тональность изделия может отличаться от фото";;;;;;"10421-Бежевый CLASS COTTON махра (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS";3;691;0;http://alvitek.com.ru/upload/iblock/8ab/8abbc839a5eb2944015be10523d2773b.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;"TWO DOLPHINS-10421-крем";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572758;;;;;"Тональность изделия может отличаться от фото";;;;;;"10421-Кремовый CLASS COTTON махра (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS";4;691;0;http://alvitek.com.ru/upload/iblock/9bd/9bddbaa305405f93ef6d5b0c835fe8e8.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;"TWO DOLPHINS-10421-серый";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572765;;;;;"Тональность изделия может отличаться от фото";;;;;;"10421-Серый CLASS COTTON махра (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS";4;691;0;http://alvitek.com.ru/upload/iblock/03e/03e1f8f59b64b2382f88366273dd50ff.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;"TWO DOLPHINS-10421-синий";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572772;;;;;"Тональность изделия может отличаться от фото";;;;;;"10421-Синий CLASS COTTON махра (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS";4;691;0;http://alvitek.com.ru/upload/iblock/dac/dacd5de03f23a920bd0672c289e3cbe4.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;"TWO DOLPHINS-10421-тем се";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572789;;;;;"Тональность изделия может отличаться от фото";;;;;;"10421-Темно-серый CLASS COTTON махра (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS";3;691;0;http://alvitek.com.ru/upload/iblock/408/4088c9c85e58ff5da89e705bc89de6e7.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;10238-серый;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572932;;;;;"Тональность изделия может отличаться от фото";;;;;;"10238-Серый SEVAKIN махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS";4;691;0;http://alvitek.com.ru/upload/iblock/bec/bec939d110ac68ac3c02218ae5e1722c.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;"10238-светло розовый";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572925;;;;;"Тональность изделия может отличаться от фото";;;;;;"10238-Светло-розовый SEVAKIN махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS";2;691;0;http://alvitek.com.ru/upload/iblock/339/33902d07bce77245a70ad9c0832b31d3.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;10238-кремовый;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572918;;;;;"Тональность изделия может отличаться от фото";;;;;;"10238-Кремовый SEVAKIN махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS";4;691;0;http://alvitek.com.ru/upload/iblock/402/402a32f9b5cbbb91aae58ca3be943881.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;10238-бежевый;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572895;;;;;"Тональность изделия может отличаться от фото";;;;;;"10238-Бежевый SEVAKIN махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS";2;691;0;http://alvitek.com.ru/upload/iblock/ffe/ffe1b4eb707a2c761bb60c66203a1f71.jpeg;
"Набор полотенец";;"TWO DOLPHINS";;;10238-баклажан;50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925572888;;;;;"Тональность изделия может отличаться от фото";;;;;;"10238-Баклажан SEVAKIN махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS";1;691;0;http://alvitek.com.ru/upload/iblock/525/525325cf7650a7434532fd8512bbab2c.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-7-141;"Дуэт (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925569598;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-7-141  КПБ Дуэт Сатин печатный + нав-ки ( 70х70х2шт+ 50х70х2шт ) ""АльВиТек""";1;2642;3965;http://alvitek.com.ru/upload/iblock/39f/39fdd805038e0af217c3340b5d7b2594.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-7-142;"Дуэт (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925569604;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-7-142  КПБ Дуэт Сатин печатный + нав-ки ( 70х70х2шт+ 50х70х2шт ) ""АльВиТек""";1;2642;3965;http://alvitek.com.ru/upload/iblock/bed/bed5ec33737d644e0ebd5e226c3ecd54.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-7-145;"Дуэт (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925569635;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-7-145  КПБ Дуэт Сатин печатный + нав-ки ( 70х70х2шт+ 50х70х2шт ) ""АльВиТек""";2;2642;3965;http://alvitek.com.ru/upload/iblock/2f1/2f1c353f11af4a0ff8c205a178ac5d81.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-7-146;"Дуэт (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925569642;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-7-146  КПБ Дуэт Сатин печатный + нав-ки ( 70х70х2шт+ 50х70х2шт ) ""АльВиТек""";2;2642;3965;http://alvitek.com.ru/upload/iblock/edf/edf39fddb053ea0783e0ad1e74ef15ac.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-7-147;"Дуэт (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925569659;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-7-147  КПБ Дуэт Сатин печатный + нав-ки ( 70х70х2шт+ 50х70х2шт ) ""АльВиТек""";2;2642;3965;http://alvitek.com.ru/upload/iblock/11a/11aedbd1055aa5af67f23564d067a8c4.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-7-155;"Дуэт (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925569734;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-7-155  КПБ Дуэт Сатин печатный + нав-ки ( 70х70х2шт+ 50х70х2шт ) ""АльВиТек""";3;2642;3965;http://alvitek.com.ru/upload/iblock/f03/f03625c554b7f466eecbefbce4e95279.jpeg;
Одеяло;;Vladi;Украина;;"Греция 170х210- бел-беж";170х210;;;;;;;;;;;;;;;;;;;;;;Пакет;;;;380г/м;2000900103076;;;;;"Тональность изделия может отличаться от фото";;;;;"50% хлопок+30%пэ+20%пан";"Одеяло ""Греция"" 170х210 бел-беж";43;794;1090;http://alvitek.com.ru/upload/iblock/c70/c70a41a6a08ae97e127ea99c77617376.jpeg;
Подушка;Дольче;"AlViTek (АльВиТек)";Россия;Стандарт;ПТ-Э-050;50х68;;Упругая;;;;;;"90% пуха 10% пера, категория ""Экстра""";;;"1 кг";;;Тик;"100% хлопок";;;;;;Кант;"Сумка оригинальная";;;;;4607048005408;;"Голубой с перьями";;;"Тональность изделия может отличаться от фото";;;;;;"ПТ-Э-050 подушка пуховая ""ЭКСТРА"" 50х68";46;1586;2385;http://alvitek.com.ru/upload/iblock/f40/f401695c11d2817a0ee95ce8256918e1.jpeg;"подушка с наполнителем 90% пуха 10% пера (категории Экстра 1кг), чехол (хлопок 100%) - ткань пуходержащий тик, кант, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;МС-Д-О-10;140х105;Средняя;;;;;;;"Овечья шерсть Меринос,пэ";;;"200 гр/кв.м";;;"Сатин жаккард";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013229;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;;"МС-Д-О-10 ""Модератик"" 140х105 легкое";15;824;1240;http://alvitek.com.ru/upload/iblock/6cb/6cb7602f8fb73fb7652666af9e0b13d1.jpeg;"одеяло с наполнителем из овечьей шерсти меринос 300 г/кв.м, чехол (хлопок 100%)- ткань сатин бежевый , окантовка - косая бейка, уголок, бирка, флажок, постер, в сумке"
"Набор полотенец";;MERZUKA;Турция;;"MERZUKA-8978- Сиреневый";50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925525921;;;;;"Тональность изделия может отличаться от фото";;;;;;"8978 Сиреневый  SAKURA GARDEN  (50х80+70х130 ) в коробке Набор полотенец MERZUKA";4;691;965;http://alvitek.com.ru/upload/iblock/949/949b2e25a16e6d6fc621776bf06a209f.jpeg;
"Набор полотенец";;MERZUKA;Турция;;"MERZUKA-8978- Св. лиловый";50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925525907;;;;;"Тональность изделия может отличаться от фото";;;;;;"8978 Светло-лиловый  SAKURA GARDEN  (50х80+70х130 ) в коробке Набор полотенец MERZUKA";4;691;965;http://alvitek.com.ru/upload/iblock/f2f/f2fe56123aacc25323f8617d855cff1b.jpeg;
"Набор полотенец";;MERZUKA;Турция;;"MERZUKA-8978- Кремовый";50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925525860;;;;;"Тональность изделия может отличаться от фото";;;;;;"8978 Кремовый SAKURA GARDEN  (50х80+70х130 ) в коробке Набор полотенец MERZUKA";1;691;965;http://alvitek.com.ru/upload/iblock/094/094f322eafa707112c7b9892718c3f4d.jpeg;
Одеяло;Хлопок;"AlViTek (АльВиТек)";Россия;Люкс;ОХП-Д-О-10;140х105;Легкое;;;;;;;Хлопок,пэ;;;"200 гр/кв.м";;;Сатин;"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048007266;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;;"ОХП-Д-О-10  Одеяло ""СОНАТА"" 105х140 легкое";10;558;840;http://alvitek.com.ru/upload/iblock/d4b/d4b7a1b9ac2e5c84f5177fa3fa578d87.jpeg;"одеяло с наполнителем хлопковое волокно 200 г/кв.м, чехол (100% хлопок)- сатин или перкаль (персиковый), окантовка-косая бейка, уголок, флажок, бирка, постер, в сумке"
